gi|261819371|ref|YP_003257477.1|	gi|50123359|ref|YP_052526.1|	465	465	465	459	98.71	0.0	  955
gi|261819372|ref|YP_003257478.1|	gi|50123358|ref|YP_052525.1|	366	366	366	363	99.18	0.0	  746
gi|261819373|ref|YP_003257479.1|	gi|50123357|ref|YP_052524.1|	361	361	361	353	97.78	0.0	  726
gi|261819374|ref|YP_003257480.1|	gi|50123356|ref|YP_052523.1|	805	805	805	784	97.39	0.0	 1628
gi|261819375|ref|YP_003257481.1|	gi|50123355|ref|YP_052522.1|	396	396	396	376	94.95	0.0	  676
gi|261819376|ref|YP_003257482.1|	gi|50121153|ref|YP_050320.1|	667	611	605	344	56.86	0.0	  688
gi|261819377|ref|YP_003257483.1|	gi|50123354|ref|YP_052521.1|	337	345	335	319	95.22	0.0	  669
gi|261819378|ref|YP_003257484.1|	gi|50123353|ref|YP_052520.1|	101	101	100	95	95.00	3e-65	  193
gi|261819379|ref|YP_003257485.1|	gi|50123352|ref|YP_052519.1|	437	437	437	426	97.48	0.0	  858
gi|261819380|ref|YP_003257486.1|	gi|50123351|ref|YP_052518.1|	110	115	110	106	96.36	3e-72	  211
gi|261819381|ref|YP_003257487.1|	gi|50123350|ref|YP_052517.1|	480	480	480	475	98.96	0.0	  999
gi|261819382|ref|YP_003257488.1|	gi|50123346|ref|YP_052513.1|	271	271	271	263	97.05	0.0	  545
gi|261819383|ref|YP_003257489.1|	gi|50120791|ref|YP_049958.1|	297	248	43	14	32.56	3.4	26.2
gi|261819384|ref|YP_003257490.1|	gi|50123345|ref|YP_052512.1|	298	298	298	286	95.97	0.0	  590
gi|261819385|ref|YP_003257491.1|	gi|50123344|ref|YP_052511.1|	516	516	516	503	97.48	0.0	 1032
gi|261819386|ref|YP_003257492.1|	gi|50123343|ref|YP_052510.1|	294	294	294	281	95.58	0.0	  578
gi|261819387|ref|YP_003257493.1|	gi|50123342|ref|YP_052509.1|	317	317	316	295	93.35	0.0	  610
gi|261819388|ref|YP_003257494.1|	gi|50123341|ref|YP_052508.1|	322	323	322	281	87.27	0.0	  573
gi|261819389|ref|YP_003257495.1|	gi|50123340|ref|YP_052507.1|	325	325	325	321	98.77	0.0	  635
gi|261819390|ref|YP_003257496.1|	gi|50123339|ref|YP_052506.1|	302	302	302	287	95.03	0.0	  538
gi|261819391|ref|YP_003257497.1|	gi|50123338|ref|YP_052505.1|	601	611	598	582	97.32	0.0	 1189
gi|261819392|ref|YP_003257498.1|	gi|50123337|ref|YP_052504.1|	232	232	232	231	99.57	8e-172	  474
gi|261819393|ref|YP_003257499.1|	gi|50123336|ref|YP_052503.1|	298	298	298	289	96.98	0.0	  603
gi|261819394|ref|YP_003257500.1|	gi|50123335|ref|YP_052502.1|	205	205	205	198	96.59	4e-146	  406
gi|261819395|ref|YP_003257501.1|	gi|50123334|ref|YP_052501.1|	382	382	382	381	99.74	0.0	  777
gi|261819396|ref|YP_003257502.1|	gi|50122866|ref|YP_052033.1|	38	492	38	11	28.95	0.94	23.1
gi|261819397|ref|YP_003257503.1|	gi|50123333|ref|YP_052500.1|	429	429	429	424	98.83	0.0	  855
gi|261819398|ref|YP_003257504.1|	gi|50123332|ref|YP_052499.1|	85	85	85	80	94.12	4e-51	  155
gi|261819399|ref|YP_003257505.1|	gi|50123331|ref|YP_052498.1|	266	266	266	256	96.24	0.0	  509
gi|261819400|ref|YP_003257506.1|	gi|50123330|ref|YP_052497.1|	264	264	264	263	99.62	0.0	  516
gi|261819401|ref|YP_003257507.1|	gi|50123329|ref|YP_052496.1|	380	380	380	373	98.16	0.0	  758
gi|261819402|ref|YP_003257508.1|	gi|50123328|ref|YP_052495.1|	340	340	340	324	95.29	0.0	  663
gi|261819403|ref|YP_003257509.1|	gi|50123327|ref|YP_052494.1|	107	103	103	100	97.09	7e-70	  205
gi|261819404|ref|YP_003257510.1|	gi|50123326|ref|YP_052493.1|	438	440	438	436	99.54	0.0	  876
gi|261819405|ref|YP_003257511.1|	gi|50123325|ref|YP_052492.1|	465	465	465	454	97.63	0.0	  957
gi|261819406|ref|YP_003257512.1|	gi|50123324|ref|YP_052491.1|	85	85	85	84	98.82	8e-46	  142
gi|261819407|ref|YP_003257513.1|	gi|50123323|ref|YP_052490.1|	428	428	428	398	92.99	0.0	  828
gi|261819408|ref|YP_003257514.1|	gi|50123322|ref|YP_052489.1|	124	124	124	113	91.13	3e-80	  233
gi|261819409|ref|YP_003257515.1|	gi|50123321|ref|YP_052488.1|	137	137	137	137	100.00	4e-98	  279
