gi|50118966|ref|YP_048133.1|	gi|188532166|ref|YP_001905963.1|	147	146	146	90	61.64	2e-65	  196
gi|50118967|ref|YP_048134.1|	gi|188532167|ref|YP_001905964.1|	153	153	153	132	86.27	3e-94	  270
gi|50118968|ref|YP_048135.1|	gi|188533115|ref|YP_001906912.1|	330	463	54	17	31.48	2.2	26.6
gi|50118969|ref|YP_048136.1|	gi|188532169|ref|YP_001905966.1|	492	486	488	302	61.89	0.0	  597
gi|50118970|ref|YP_048137.1|	gi|188532170|ref|YP_001905967.1|	499	497	495	337	68.08	0.0	  689
gi|50118971|ref|YP_048138.1|	gi|188532171|ref|YP_001905968.1|	622	622	622	509	81.83	0.0	 1062
gi|50118972|ref|YP_048139.1|	gi|188532492|ref|YP_001906289.1|	449	351	298	96	32.21	9e-28	  110
gi|50118973|ref|YP_048140.1|	gi|188532493|ref|YP_001906290.1|	220	220	220	107	48.64	4e-66	  204
gi|50118974|ref|YP_048141.1|	gi|188534760|ref|YP_001908557.1|	131	233	25	12	48.00	1.3	25.4
gi|50118975|ref|YP_048142.1|	gi|188532178|ref|YP_001905975.1|	139	143	139	91	65.47	2e-61	  186
gi|50118976|ref|YP_048143.1|	gi|188532179|ref|YP_001905976.1|	501	501	499	408	81.76	0.0	  843
gi|50118977|ref|YP_048144.1|	gi|188532180|ref|YP_001905977.1|	322	322	322	278	86.34	0.0	  538
gi|50118978|ref|YP_048145.1|	gi|188532181|ref|YP_001905978.1|	295	293	295	239	81.02	6e-172	  479
gi|50118979|ref|YP_048146.1|	gi|188532182|ref|YP_001905979.1|	308	309	306	228	74.51	8e-162	  454
gi|50118980|ref|YP_048147.1|	gi|188532183|ref|YP_001905980.1|	331	330	327	243	74.31	0.0	  517
gi|50118981|ref|YP_048148.1|	gi|188532649|ref|YP_001906446.1|	173	320	40	14	35.00	0.41	27.3
gi|50118982|ref|YP_048149.1|	gi|188532185|ref|YP_001905982.1|	196	187	181	98	54.14	3e-64	  197
gi|50118983|ref|YP_048150.1|	gi|188532186|ref|YP_001905983.1|	89	89	89	66	74.16	4e-44	  138
gi|50118984|ref|YP_048151.1|	gi|188532187|ref|YP_001905984.1|	331	330	315	202	64.13	1e-153	  436
gi|50118985|ref|YP_048152.1|	gi|188532188|ref|YP_001905985.1|	207	209	209	142	67.94	2e-105	  303
gi|50118986|ref|YP_048153.1|	gi|188532189|ref|YP_001905986.1|	929	929	930	701	75.38	0.0	 1440
gi|50118987|ref|YP_048154.1|	gi|188532190|ref|YP_001905987.1|	211	218	203	158	77.83	4e-114	  326
gi|50118988|ref|YP_048155.1|	gi|188532191|ref|YP_001905988.1|	184	180	177	93	52.54	4e-54	  170
gi|50118989|ref|YP_048156.1|	gi|188532192|ref|YP_001905989.1|	457	457	457	334	73.09	0.0	  697
gi|50118990|ref|YP_048157.1|	gi|188532193|ref|YP_001905990.1|	470	469	470	434	92.34	0.0	  883
gi|50118991|ref|YP_048158.1|	gi|188532194|ref|YP_001905991.1|	349	349	349	309	88.54	0.0	  636
gi|50118992|ref|YP_048159.1|	gi|188532195|ref|YP_001905992.1|	469	469	469	456	97.23	0.0	  952
gi|50118993|ref|YP_048160.1|	gi|188532196|ref|YP_001905993.1|	607	607	606	582	96.04	0.0	 1199
gi|50118994|ref|YP_048161.1|	gi|188532197|ref|YP_001905994.1|	203	201	195	127	65.13	4e-95	  276
gi|50118995|ref|YP_048162.1|	gi|188532199|ref|YP_001905996.1|	145	145	144	100	69.44	7e-73	  215
gi|50118996|ref|YP_048163.1|	gi|188532200|ref|YP_001905997.1|	328	333	312	270	86.54	0.0	  569
gi|50118997|ref|YP_048164.1|	gi|188532202|ref|YP_001905999.1|	563	574	563	285	50.62	0.0	  556
gi|50118998|ref|YP_048165.1|	gi|188532203|ref|YP_001906000.1|	462	462	445	399	89.66	0.0	  796
gi|50118999|ref|YP_048166.1|	gi|188532204|ref|YP_001906001.1|	693	693	693	568	81.96	0.0	 1164
gi|50119000|ref|YP_048167.1|	gi|188532205|ref|YP_001906002.1|	230	231	229	180	78.60	2e-134	  378
gi|50119001|ref|YP_048168.1|	gi|188532206|ref|YP_001906003.1|	699	707	707	630	89.11	0.0	 1323
gi|50119002|ref|YP_048169.1|	gi|188532207|ref|YP_001906004.1|	91	91	91	84	92.31	6e-55	  166
gi|50119003|ref|YP_048170.1|	gi|188532208|ref|YP_001906005.1|	207	207	207	173	83.57	4e-129	  363
gi|50119004|ref|YP_048171.1|	gi|188533752|ref|YP_001907549.1|	75	295	37	12	32.43	2.9	22.7
gi|50119005|ref|YP_048172.1|	gi|188532209|ref|YP_001906006.1|	563	561	537	258	48.04	0.0	  531
gi|50119006|ref|YP_048173.1|	gi|188535509|ref|YP_001909306.1|	561	555	557	393	70.56	0.0	  814
gi|50119007|ref|YP_048174.1|	gi|188534330|ref|YP_001908127.1|	182	169	184	66	35.87	6e-25	94.4
